Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,Temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,Checks,AQI_calculated,AQI_bucket_calculated
2025-02-24,25.47,83.42,12.09,5.27,12.5,13.81,4.76,0.63,15.79,74.54,27.58,42.45,83.42,5.95,15.625,3.4525,31.5,15.79,7.0,83.0,Moderate
2025-02-25,36.34,99.71,5.53,4.24,6.72,13.41,4.3,0.62,13.43,71.93,27.69,60.56666666666667,99.71,5.375,8.4,3.3525,31.0,13.43,7.0,100.0,Moderate
2025-02-26,39.73,137.27,4.85,3.29,5.68,12.4,4.77,0.63,12.22,72.49,27.66,66.21666666666667,124.84666666666666,5.9625,7.1,3.1,31.5,12.22,7.0,125.0,Unhealthy for Sensitive Groups
2025-02-27,32.06,91.27,4.01,3.42,5.03,10.88,4.41,0.64,10.03,71.3,27.72,53.43333333333334,91.27,5.5125,6.2875,2.72,32.0,10.03,7.0,91.0,Moderate
2025-02-28,32.15,90.83,4.4,4.48,5.91,10.54,5.05,0.66,11.28,73.28,27.64,53.58333333333333,90.83,6.3125,7.3875,2.635,33.0,11.28,7.0,91.0,Moderate
2025-03-01,21.42,67.91,4.33,2.92,5.04,10.09,3.89,0.65,11.86,74.58,27.65,35.7,67.91,4.8625,6.3,2.5225,32.5,11.86,7.0,68.0,Moderate
2025-03-02,14.08,51.11,5.43,2.55,5.71,9.22,4.24,0.62,13.85,73.54,27.55,23.466666666666665,51.11,5.3,7.1375,2.305,31.0,13.85,7.0,51.0,Moderate
2025-03-03,17.25,66.79,9.87,5.98,11.18,8.77,4.19,0.66,14.67,73.94,26.87,28.75,66.79,5.237500000000001,13.975,2.1925,33.0,14.67,7.0,67.0,Moderate
2025-03-04,18.05,71.74,10.19,6.3,11.63,10.55,4.07,0.7,15.81,75.81,25.33,30.08333333333333,71.74,5.0875,14.5375,2.6375,35.0,15.81,7.0,72.0,Moderate
2025-03-05,18.41,72.09,9.37,5.93,10.77,11.98,4.1,0.7,16.5,75.82,25.28,30.683333333333334,72.09,5.124999999999999,13.4625,2.995,35.0,16.5,7.0,72.0,Moderate
2025-03-06,38.56,135.52,7.0,7.62,9.61,12.85,4.5,0.76,11.48,69.26,25.43,64.26666666666667,123.68,5.625,12.0125,3.2125,38.0,11.48,7.0,124.0,Unhealthy for Sensitive Groups
2025-03-07,70.99,184.34,3.99,14.41,10.79,14.1,6.55,0.93,9.46,68.06,25.38,136.63333333333333,156.22666666666666,8.1875,13.4875,3.525,46.5,9.46,7.0,156.0,Unhealthy
2025-03-08,47.6,153.11,2.27,9.77,6.94,13.76,5.06,0.77,13.17,72.5,25.21,79.33333333333334,135.4066666666667,6.324999999999999,8.675,3.44,38.5,13.17,7.0,135.0,Unhealthy for Sensitive Groups
2025-03-09,35.5,112.09,2.33,7.31,5.67,14.06,3.5,0.69,13.78,71.11,25.38,59.16666666666666,108.06,4.375,7.0875,3.515,34.5,13.78,7.0,108.0,Unhealthy for Sensitive Groups
2025-03-10,26.12,79.04,2.29,3.37,3.5,13.38,5.47,0.61,12.49,68.06,25.27,43.53333333333333,79.04,6.8375,4.375,3.345,30.5,12.49,7.0,79.0,Moderate
2025-03-11,19.25,45.43,2.23,4.87,4.19,12.29,4.37,0.64,14.46,81.09,25.52,32.083333333333336,45.43,5.4625,5.237500000000001,3.0725,32.0,14.46,7.0,45.0,Good
2025-03-12,17.7,42.48,2.28,6.57,5.15,11.6,5.03,0.72,16.33,80.88,25.65,29.5,42.48,6.2875,6.4375,2.9,36.0,16.33,7.0,42.0,Good
2025-03-13,17.67,55.74,2.27,7.47,5.77,11.75,5.14,0.67,14.98,76.6,25.28,29.450000000000003,55.74,6.425,7.2125,2.9375,33.5,14.98,7.0,56.0,Moderate
2025-03-14,16.68,56.56,2.15,5.41,4.39,13.85,4.12,0.64,16.24,75.61,25.12,27.8,56.56,5.15,5.487499999999999,3.4625,32.0,16.24,7.0,57.0,Moderate
2025-03-15,13.83,53.86,2.34,4.93,4.31,14.16,4.53,0.61,16.49,73.91,25.08,23.05,53.86,5.6625,5.387499999999999,3.54,30.5,16.49,7.0,54.0,Moderate
2025-03-16,13.66,46.07,2.1,4.28,3.87,13.35,5.05,0.62,15.73,74.97,25.15,22.766666666666666,46.07,6.3125,4.8375,3.3375,31.0,15.73,7.0,46.0,Good
2025-03-17,12.27,46.92,2.21,3.72,3.49,12.33,5.03,0.66,16.75,76.79,25.49,20.45,46.92,6.2875,4.3625,3.0825,33.0,16.75,7.0,47.0,Good
2025-03-18,14.47,51.22,2.16,4.35,3.88,11.96,4.17,0.64,15.43,75.26,25.06,24.116666666666667,51.22,5.2125,4.85,2.99,32.0,15.43,7.0,51.0,Moderate
2025-03-19,14.59,52.38,2.22,3.93,3.71,12.15,3.39,0.61,16.01,73.76,25.31,24.316666666666663,52.38,4.2375,4.6375,3.0375,30.5,16.01,7.0,52.0,Moderate
2025-03-20,15.59,53.99,2.34,4.13,3.93,12.07,4.41,0.6,16.18,72.42,25.39,25.98333333333333,53.99,5.5125,4.9125,3.0175,30.0,16.18,7.0,54.0,Moderate
2025-03-21,17.21,46.98,2.52,3.79,3.97,11.57,4.32,0.62,14.86,72.03,25.21,28.683333333333334,46.98,5.4,4.9625,2.8925,31.0,14.86,7.0,47.0,Good
2025-03-22,24.17,56.91,2.11,3.84,3.72,11.28,4.29,0.67,14.62,74.0,25.38,40.28333333333333,56.91,5.3625,4.65,2.82,33.5,14.62,7.0,57.0,Moderate
2025-03-23,21.53,53.63,2.38,2.83,3.35,10.87,4.28,0.7,13.52,72.53,25.33,35.88333333333333,53.63,5.35,4.1875,2.7175,35.0,13.52,7.0,54.0,Moderate
2025-03-24,27.08,70.07,2.08,4.05,3.64,10.78,5.85,0.71,14.37,72.78,25.45,45.13333333333333,70.07,7.3125,4.55,2.695,35.5,14.37,7.0,70.0,Moderate
2025-03-25,33.21,84.04,2.31,6.19,4.93,10.91,4.81,0.71,13.7,71.75,25.27,55.35,84.04,6.012499999999999,6.1625,2.7275,35.5,13.7,7.0,84.0,Moderate
2025-03-26,39.7,98.17,2.3,6.61,5.29,11.28,4.24,0.74,13.95,73.03,25.28,66.16666666666667,98.17,5.3,6.6125,2.82,37.0,13.95,7.0,98.0,Moderate
2025-03-27,54.84,150.81,2.59,8.14,5.97,20.6,6.81,0.91,13.44,74.96,29.74,91.4,133.8733333333333,8.5125,7.4625,5.15,45.5,13.44,7.0,134.0,Unhealthy for Sensitive Groups
2025-03-28,39.48,102.38,2.12,6.01,4.65,13.98,5.12,0.78,14.04,75.49,25.11,65.8,101.58666666666666,6.4,5.812500000000001,3.495,39.0,14.04,7.0,102.0,Unhealthy for Sensitive Groups
2025-03-29,42.17,104.41,2.57,5.85,5.04,14.47,5.63,0.76,12.74,71.96,25.36,70.28333333333333,102.94,7.0375,6.3,3.6175,38.0,12.74,7.0,103.0,Unhealthy for Sensitive Groups
2025-03-30,33.04,86.43,2.28,4.25,3.91,13.0,4.45,0.71,12.69,73.51,25.09,55.06666666666666,86.43,5.5625,4.8875,3.25,35.5,12.69,7.0,86.0,Moderate
2025-03-31,38.73,94.93,2.53,5.85,5.01,13.39,4.3,0.67,12.95,71.95,25.3,64.55,94.93,5.375,6.2625,3.3475,33.5,12.95,7.0,95.0,Moderate
2025-04-01,45.36,115.75,2.4,5.81,4.88,14.55,4.37,0.7,14.85,69.36,25.48,75.6,110.5,5.4625,6.1,3.6375,35.0,14.85,7.0,110.0,Unhealthy for Sensitive Groups
2025-04-02,28.0,79.75,2.49,4.25,4.13,13.37,3.87,0.67,14.81,71.26,25.45,46.66666666666666,79.75,4.8375,5.1625,3.3425,33.5,14.81,7.0,80.0,Moderate
2025-04-03,16.18,42.59,2.03,6.12,4.72,12.15,4.04,0.71,16.18,78.17,25.21,26.966666666666665,42.59,5.05,5.9,3.0375,35.5,16.18,7.0,43.0,Good
2025-04-04,22.45,59.73,2.14,6.52,5.09,13.35,5.0,0.72,25.22,74.44,25.33,37.41666666666666,59.73,6.25,6.3625,3.3375,36.0,25.22,7.0,60.0,Moderate
2025-04-05,17.25,60.55,2.28,4.53,4.07,14.68,4.3,0.66,15.96,73.49,25.17,28.75,60.55,5.375,5.0875,3.67,33.0,15.96,7.0,61.0,Moderate
2025-04-06,16.57,57.51,2.3,3.71,3.6,15.92,4.3,0.66,16.41,73.66,25.32,27.616666666666667,57.51,5.375,4.5,3.98,33.0,16.41,7.0,58.0,Moderate
2025-04-07,13.97,61.51,2.16,4.37,3.97,15.03,4.63,0.64,15.92,73.06,25.27,23.28333333333333,61.51,5.7875,4.9625,3.7575,32.0,15.92,7.0,62.0,Moderate
2025-04-08,13.17,49.53,2.09,4.62,4.11,14.31,4.26,0.63,15.32,72.16,25.21,21.95,49.53,5.325,5.137500000000001,3.5775,31.5,15.32,7.0,50.0,Good
2025-04-09,17.67,57.15,2.27,4.16,4.02,12.28,4.5,0.62,15.38,72.08,25.08,29.450000000000003,57.15,5.625,5.025,3.07,31.0,15.38,7.0,57.0,Moderate
2025-04-10,29.05,115.75,2.06,6.51,4.98,12.99,4.55,0.66,12.68,73.54,25.27,48.41666666666666,110.5,5.6875,6.2250000000000005,3.2475,33.0,12.68,7.0,110.0,Unhealthy for Sensitive Groups
2025-04-11,38.77,125.32,2.54,6.05,5.13,14.57,5.68,0.77,9.33,73.09,25.41,64.61666666666667,116.88,7.1,6.4125,3.6425,38.5,9.33,7.0,117.0,Unhealthy for Sensitive Groups
2025-04-12,39.21,115.24,2.26,5.77,4.84,13.29,4.39,0.75,8.57,69.16,25.26,65.35,110.16,5.487499999999999,6.05,3.3225,37.5,8.57,7.0,110.0,Unhealthy for Sensitive Groups
2025-04-13,42.75,107.86,2.07,4.44,3.81,13.83,5.27,0.73,11.61,75.75,25.31,71.25,105.24,6.5875,4.7625,3.4575,36.5,11.61,7.0,105.0,Unhealthy for Sensitive Groups
2025-04-14,22.47,72.33,2.16,4.29,3.92,12.21,4.51,0.64,13.87,74.54,25.12,37.45,72.33,5.6375,4.9,3.0525,32.0,13.87,7.0,72.0,Moderate
2025-04-15,20.88,72.16,2.33,4.05,3.89,11.54,4.21,0.64,14.32,73.76,25.31,34.8,72.16,5.2625,4.8625,2.885,32.0,14.32,7.0,72.0,Moderate
2025-04-16,21.88,58.57,2.31,5.21,4.47,10.75,4.67,0.67,14.15,75.95,25.08,36.46666666666667,58.57,5.8375,5.5875,2.6875,33.5,14.15,7.0,59.0,Moderate
2025-04-17,20.39,60.62,2.49,4.85,4.49,10.88,3.19,0.67,16.08,74.9,25.57,33.983333333333334,60.62,3.9875,5.6125,2.72,33.5,16.08,7.0,61.0,Moderate
2025-04-18,23.68,76.22,2.43,3.7,3.89,12.02,5.05,0.66,15.22,75.62,25.54,39.46666666666667,76.22,6.3125,4.8625,3.005,33.0,15.22,7.0,76.0,Moderate
2025-04-19,35.17,128.98,2.31,3.39,3.52,12.01,5.23,0.67,13.96,75.97,25.26,58.616666666666674,119.32,6.5375,4.4,3.0025,33.5,13.96,7.0,119.0,Unhealthy for Sensitive Groups
2025-04-20,36.3,100.75,2.18,2.76,3.19,11.14,4.25,0.65,14.09,76.65,25.25,60.5,100.5,5.3125,3.9875,2.785,32.5,14.09,7.0,100.0,Moderate
2025-04-21,25.51,86.6,2.25,3.76,3.68,10.73,3.89,0.67,14.99,76.07,25.5,42.516666666666666,86.6,4.8625,4.6,2.6825,33.5,14.99,7.0,87.0,Moderate
2025-04-22,22.56,78.05,2.3,4.44,4.13,10.42,3.95,0.67,15.17,74.73,25.23,37.6,78.05,4.9375,5.1625,2.605,33.5,15.17,7.0,78.0,Moderate
2025-04-23,18.83,70.7,2.4,4.18,4.0,10.25,3.27,0.66,15.69,73.51,25.11,31.38333333333333,70.7,4.0875,5.0,2.5625,33.0,15.69,7.0,71.0,Moderate
2025-04-24,20.39,86.48,2.34,4.18,3.97,10.46,3.82,0.66,16.83,75.05,25.11,33.983333333333334,86.48,4.775,4.9625,2.615,33.0,16.83,7.0,86.0,Moderate
2025-04-25,19.71,93.75,2.34,3.5,3.64,10.41,4.01,0.66,17.97,75.14,25.21,32.85,93.75,5.0125,4.55,2.6025,33.0,17.97,7.0,94.0,Moderate
2025-04-26,17.55,87.28,2.29,3.44,3.53,9.88,3.76,0.64,16.19,75.26,25.2,29.25,87.28,4.7,4.4125,2.47,32.0,16.19,7.0,87.0,Moderate
2025-04-27,12.58,56.71,2.25,3.01,3.29,9.25,4.83,0.6,15.68,74.54,25.06,20.966666666666665,56.71,6.0375,4.1125,2.3125,30.0,15.68,7.0,57.0,Moderate
2025-04-28,7.22,46.89,2.4,2.96,3.45,9.18,3.01,0.58,15.75,74.95,25.14,12.033333333333331,46.89,3.7625,4.3125,2.295,29.0,15.75,7.0,47.0,Good
2025-04-29,9.54,69.16,2.43,4.1,4.11,8.95,5.06,0.61,15.92,74.31,25.23,15.9,69.16,6.324999999999999,5.137500000000001,2.2375,30.5,15.92,7.0,69.0,Moderate
2025-04-30,11.9,79.55,2.27,4.25,4.0,10.75,4.18,0.62,15.48,73.64,25.21,19.83333333333333,79.55,5.225,5.0,2.6875,31.0,15.48,7.0,80.0,Moderate
2025-05-01,14.07,75.35,2.19,3.04,3.24,10.82,5.17,0.61,14.97,74.97,25.15,23.45,75.35,6.4625,4.05,2.705,30.5,14.97,7.0,75.0,Moderate
2025-05-02,18.98,75.82,2.37,3.76,3.79,10.11,3.98,0.6,15.94,74.14,25.72,31.633333333333333,75.82,4.975,4.7375,2.5275,30.0,15.94,7.0,76.0,Moderate
2025-05-03,21.41,77.35,2.3,3.6,3.53,11.85,5.49,0.64,14.13,73.56,27.13,35.68333333333333,77.35,6.8625,4.4125,2.9625,32.0,14.13,7.0,77.0,Moderate
2025-05-04,22.44,77.32,2.41,4.21,3.98,10.47,4.01,0.64,12.31,73.95,26.48,37.4,77.32,5.0125,4.975,2.6175,32.0,12.31,7.0,77.0,Moderate
2025-05-05,23.95,58.52,2.24,5.4,4.65,10.89,4.56,0.66,10.41,73.94,26.83,39.91666666666666,58.52,5.699999999999999,5.812500000000001,2.7225,33.0,10.41,7.0,59.0,Moderate
2025-05-06,19.66,72.05,2.32,5.07,4.54,12.03,3.78,0.67,12.17,74.69,26.89,32.766666666666666,72.05,4.725,5.675,3.0075,33.5,12.17,7.0,72.0,Moderate
2025-05-07,21.8,58.28,2.27,8.31,6.11,11.48,2.92,0.69,9.45,71.6,26.69,36.333333333333336,58.28,3.65,7.6375,2.87,34.5,9.45,7.0,58.0,Moderate
2025-05-08,35.85,90.46,2.13,7.33,5.49,12.92,3.7,0.74,10.07,71.54,26.6,59.75,90.46,4.625,6.8625,3.23,37.0,10.07,7.0,90.0,Moderate
2025-05-09,34.09,109.47,2.32,8.74,6.51,13.26,3.92,0.73,9.11,68.7,26.73,56.81666666666667,106.31333333333332,4.9,8.1375,3.315,36.5,9.11,7.0,106.0,Unhealthy for Sensitive Groups
2025-05-10,29.15,85.8,2.23,4.58,4.06,13.84,4.03,0.68,11.74,72.8,26.58,48.583333333333336,85.8,5.0375,5.074999999999999,3.46,34.0,11.74,7.0,86.0,Moderate
2025-05-11,34.36,93.53,2.22,4.38,4.01,13.26,4.54,0.68,10.88,73.54,26.51,57.266666666666666,93.53,5.675,5.0125,3.315,34.0,10.88,7.0,94.0,Moderate
2025-05-12,36.34,107.07,2.18,6.02,4.83,12.15,4.38,0.76,9.31,70.0,26.84,60.56666666666667,104.71333333333332,5.475,6.0375,3.0375,38.0,9.31,7.0,105.0,Unhealthy for Sensitive Groups
2025-05-13,35.78,100.0,2.27,6.1,4.96,12.12,4.5,0.76,9.02,70.52,26.69,59.63333333333333,100.0,5.625,6.2,3.03,38.0,9.02,7.0,100.0,Moderate
2025-05-14,29.95,81.35,2.08,4.76,4.2,12.94,4.49,0.69,10.57,75.82,26.78,49.91666666666666,81.35,5.6125,5.25,3.235,34.5,10.57,7.0,81.0,Moderate
2025-05-15,36.26,92.98,2.1,5.92,4.77,12.14,4.08,0.69,10.62,70.56,26.67,60.43333333333333,92.98,5.1,5.9625,3.035,34.5,10.62,7.0,93.0,Moderate
2025-05-16,36.71,94.22,2.34,5.44,4.69,12.87,4.19,0.71,8.8,72.32,26.9,61.18333333333334,94.22,5.237500000000001,5.862500000000001,3.2175,35.5,8.8,7.0,94.0,Moderate
2025-05-17,27.18,84.07,2.13,8.61,6.15,12.15,4.35,0.74,8.67,72.51,26.58,45.3,84.07,5.437499999999999,7.6875,3.0375,37.0,8.67,7.0,84.0,Moderate
2025-05-18,24.59,71.28,1.99,7.43,5.48,14.94,3.97,0.72,10.73,73.14,26.74,40.98333333333333,71.28,4.9625,6.85,3.735,36.0,10.73,7.0,71.0,Moderate
2025-05-19,19.97,39.38,2.25,8.31,6.11,15.85,4.5,0.74,13.84,81.91,26.63,33.28333333333333,39.38,5.625,7.6375,3.9625,37.0,13.84,7.0,39.0,Good
2025-05-20,32.02,53.77,2.26,9.73,6.86,16.94,4.31,0.75,12.7,80.28,27.05,53.366666666666674,53.77,5.387499999999999,8.575,4.235,37.5,12.7,7.0,54.0,Moderate
2025-05-21,17.22,53.01,2.48,6.67,5.33,15.93,4.46,0.71,12.25,73.81,26.93,28.7,53.01,5.575,6.6625,3.9825,35.5,12.25,7.0,53.0,Moderate
2025-05-22,31.81,117.89,2.22,7.39,5.6,17.59,4.63,0.66,13.18,73.81,26.91,53.016666666666666,111.92666666666666,5.7875,7.0,4.3975,33.0,13.18,7.0,112.0,Unhealthy for Sensitive Groups
2025-05-23,25.68,101.75,2.28,5.31,4.62,17.37,3.46,0.64,11.34,73.81,26.82,42.8,101.16666666666669,4.325,5.775,4.3425,32.0,11.34,7.0,101.0,Unhealthy for Sensitive Groups
2025-05-24,12.2,38.92,2.24,5.43,4.55,15.05,3.8,0.63,13.21,73.81,26.66,20.33333333333333,38.92,4.75,5.6875,3.7625,31.5,13.21,7.0,39.0,Good
2025-05-25,11.23,34.76,2.33,4.17,4.0,13.71,3.84,0.58,13.28,73.81,26.77,18.716666666666665,34.76,4.8,5.0,3.4275,29.0,13.28,7.0,35.0,Good
2025-05-26,9.47,36.66,2.24,5.08,4.41,14.38,3.45,0.58,13.86,73.81,26.8,15.783333333333337,36.66,4.3125,5.5125,3.595,29.0,13.86,7.0,37.0,Good
2025-05-27,14.92,73.73,2.41,6.45,5.31,15.7,4.62,0.62,13.76,89.5,26.84,24.866666666666667,73.73,5.775,6.6375,3.925,31.0,13.76,7.0,74.0,Moderate
2025-05-28,16.16,89.79,2.19,6.71,5.3,17.53,3.91,0.66,13.95,89.5,26.56,26.933333333333334,89.79,4.8875,6.625,4.3825,33.0,13.95,7.0,90.0,Moderate
2025-05-29,13.74,77.32,2.05,5.03,4.28,18.45,3.67,0.61,13.86,89.5,26.58,22.9,77.32,4.5875,5.35,4.6125,30.5,13.86,7.0,77.0,Moderate
2025-05-30,18.97,68.49,2.03,6.99,5.22,18.05,4.15,0.69,13.85,69.0,26.4,31.616666666666667,68.49,5.187500000000001,6.525,4.5125,34.5,13.85,7.0,68.0,Moderate
2025-05-31,22.6,71.01,2.2,6.31,5.03,18.54,3.62,0.63,13.4,69.0,26.92,37.66666666666666,71.01,4.525,6.2875,4.635,31.5,13.4,7.0,71.0,Moderate
2025-06-01,21.56,85.53,2.27,4.67,4.23,16.4,3.6,0.57,12.75,69.0,26.8,35.93333333333333,85.53,4.5,5.2875000000000005,4.1,28.5,12.75,7.0,86.0,Moderate
2025-06-02,23.95,104.15,2.3,5.68,4.84,15.43,4.68,0.61,11.88,69.0,26.89,39.91666666666666,102.76666666666668,5.85,6.05,3.8575,30.5,11.88,7.0,103.0,Unhealthy for Sensitive Groups
2025-06-03,22.57,101.86,2.3,6.01,4.83,16.09,4.27,0.61,12.65,69.0,27.04,37.61666666666667,101.24,5.3375,6.0375,4.0225,30.5,12.65,7.0,101.0,Unhealthy for Sensitive Groups
2025-06-04,28.05,89.61,2.35,5.47,4.67,16.68,3.82,0.66,11.51,69.0,26.83,46.75,89.61,4.775,5.8375,4.17,33.0,11.51,7.0,90.0,Moderate
2025-06-05,24.13,107.27,2.21,5.09,4.22,16.36,3.65,0.61,12.64,69.0,27.04,40.21666666666667,104.84666666666666,4.5625,5.275,4.09,30.5,12.64,7.0,105.0,Unhealthy for Sensitive Groups
2025-06-06,29.76,145.15,2.3,4.75,4.32,15.24,4.24,0.62,10.06,69.0,26.39,49.6,130.1,5.3,5.4,3.81,31.0,10.06,7.0,130.0,Unhealthy for Sensitive Groups
